"name","score","summary","recommended","avoid","date","author","url","rwd","ts-score","site"
"Accademia di Vino","Unrated","X-ray-thin crusts have judicious coatings of cheese?and sparing but flavorful toppings.  It is not just a wine bar?There is also a subterranean dining room with much to admire.","1) Grilled Pizza, 2) Ligurian Gnocchi in Pesto, 3) Prosciutto and Parmesan Fritters","1) Watermelon Pizza",2007-09-12,"Marian Burros","http://www.nytimes.com/2007/09/12/dining/12brie.html","W",6,1
"Adour","***","You'll notice a relative straightforwardness in many preparations...among a well-edited collection of dishes that range from quietly appealing to quietly stunning.","1) Cauliflower Veloute, 2) Sweetbreads, 3) Foie Gras Ravioli, 4) Cod, 5) Striped Bass, 6) Pork with Blood Sausage, 7) Lamb","1) Venison Medallions, 2) Beef Tenderloin",2008-04-16,"Frank Bruni","http://www.nytimes.com/2008/04/16/dining/reviews/16rest.html","R",8,1
"Ai Fiori",,,,,,,,,,1
"al Bustan",,,,,,,,,,1
"Al Di La","**","It's indeed a special place, an ideal neighborhood restaurant that's become much more than a neighborhood restaurant, a reliable provider of terrific pasta dishes of a northern Italian bent, of braised rabbit and stewed tripe and pan-roasted hanger steak and more. The service can be harried and the plates mismatched, but the prices are reasonable and the payoff substantial.","1) Salt Cod, 2) Tripe, 3) Beet and Ricotta Ravioli, 4) Tortelli with Squash, 5) Tagliatelli with Meat Sauce","1) Rabbit, 2) Chicken, 3) Ricotta Tart",2006-01-11,"Frank Bruni","http://www.nytimes.com/2006/01/11/dining/reviews/11rest.html","R",8,1
"Aldea","**","The cooking is precious, lusty, ultramodern, rustic...Although Aldea has a clean, sleek and relatively spare look, it has a much more complex taste...a restaurant worth trying","1) Egg with Salt Cod, 2) Coconut Curry Soup, 3) Peas, Eggs, and Bacon, 4) Shrimp Alhinho, 5) Baby Goat, 6) Duck Confit and Rice, 7) Scallops","1) Littleneck Clams, 2) Mushroom Consomme",2009-07-08,"Frank Bruni","http://www.nytimes.com/2009/07/08/dining/reviews/08rest.html","W",6,1
"Alta","Unrated","A menu of small plates, using flavors and ingredients from around the Mediterranean, and this he has done cleverly. Each meal at Alta was a natural, unforced pleasure. Inevitably, I imagine, some people will complain about small portions. All I can say is, they work for me.","1) Smelts, 2) Beet Salad, 3) Pork Belly Skewers, 4) Piquillo Peppers, 5) Calamari, 6) Cauliflower, 7) Skate, 8) Shallot Risotto, 9) Octopus","1) Eggplant and Labneh Dip, 2) Boquerones, 3) Lime Ginger Tart, 4) Pear in White Wine",2004-05-05,"Eric Asimov","http://www.nytimes.com/2004/05/05/dining/reviews/05UNDE.html","R",9,1
"Alto","**","The name refers to the Alto Adige region of northern Italy, which abuts Austria, but also means high or tall. In line with those adjectives Mr. Conant trots out delicacies...But there's something too restrained about the approach to many dishes, a withholding quality amplified by the solemnity and chilliness of the questionable decor.","1) Polenta with Snails and Mushroom, 2) Trout, 3) Yellowtail and Yellowfin Susci, 4) Gnocchi with Rabbit, 5) Ricotta Raviolini, 6) Guinea Hen, 7) Pork","1) Gnocchi with Crab, 2) Farfalle with Sweetbreads, 3) Skate, 4) Sturgeon",2005-07-13,"Frank Bruni","http://www.nytimes.com/2005/07/13/dining/reviews/13rest.html","W",6,1
"Amber (West)",,,,,,,,,,1
"Amma","**"," By taking the back roads, and steering clear of the tired tourist sites, it shows diners a different India, so old that it seems fresh.","1) Bhel Puri, 2) Idli Upma, 3) Raita with Okra, 4) Squash ""meatballs"", 5) Basil Chicken, 6) Grilled Lamb Chops, 7) Goan Shrimp, 8) Mango Cheesecake",,2003-12-03,"William Grimes","http://www.nytimes.com/2003/12/03/dining/restaurants-the-food-of-india-from-top-to-bottom.html","R",9,1
"Andys Seafood and Grill",,,,,,,,,,1
"Annisa","**","There are the requisite Asian influences, as well as African ones, none of them overwhelming in taste or technique. Ms. Lo is not by any means a flashy chef. She does not stalk the dining room in gleaming whites, glad-handing patrons and accepting praise. She simply stays in the kitchen and works, cooking as the Puget Sound novelist David Guterson writes: precisely, with earth in closest proximity to sea.","1) Chawan Mushi, 2) Steak Tartare, 3) BBQ Squid, 4) Fluke, 5) Mackerel, 6) Halibut, 7) Veal Tenderloin, 7) Roast Chicken","1) Foie Gras Dumpling 2) Desserts ",2010-06-23,"Sam Sifton","http://www.nytimes.com/2010/06/23/dining/reviews/23rest.html","W",7,1
"Apiary","Unrated","As befits a restaurant owned by a furniture company, Apiary has snazzy chairs. Fetching tables, too. Nut the food doesn't exert as seductive a claim to the diner's attention as the furniture. ","1) Moroccan Spiced Chicken","1) Steamed Mussesl, 2) Calamari, 3) Pork Tenderloin",2008-09-24,"Frank Bruni","http://www.nytimes.com/2008/09/24/dining/reviews/24brief-001.html","D",3,1
"Apizz","Unrated","Cooked down to its wood-burning essence, ?pizz lives by the oven and dies by the oven. Its brick facade dominates the boxy little dining room, which has a high, wood-beamed ceiling and skylights. The cooks stand in front of the oven, maneuvering dishes through its crescent aperture, which seems to wink across the room at a narrow mirror, its only visual competition.  The oven imparts a smoky flavor that can be pleasing but also monotonous. ","1) Calamari, 2) Baby Lamb Chops, 3) Dolce Apizz",,2002-09-20,"Eric Asimov","http://www.nytimes.com/2002/09/20/arts/diner-s-journal.html","W",5,1
"Aquagrill","**","Aquagrill has the comfortable air of a neighborhood place, the sort of restaurant that ought to be serving burgers and beer. Instead there's an oyster bar in front and the menu is refreshingly original...A recent visit suggests strongly, however, that Aquagrill is slipping. Service is indifferent, the cooking pallid, and the dining room cramped and noisy. ","1) Oysters, 2) Snail Snaps, 3) Tuna Carpaccio, 4) Octopus Salad, 5) Mussel Soup, 6) Salmon with Falafel Crust",,1996-05-10,"Ruth Reichl","http://www.nytimes.com/1996/05/10/restaurants-035165.html","W",5,1
"Aquavit","**","Gone are the fireworks of the Samuelsson era, the high-wire act of matching Scandinavian food to French technique and the flavors of Africa, Asia and the Middle East.  (Ruth Reichl of The New York Times awarded the restaurant three stars in 1995. William Grimes did so again in 2001)...But Mr. Jernmark has moved the menu toward a quiet, seasonal intensity that is well worth investigating. ","1) Herring, 2) Oysters, 3) Sweetbreads, 4) Venison Tartare, 5) Seared Scallops, 5) Arctic Char, 6) Berkshire Pork","1) Strip Steak and Braised Short Ribs, ",2010-07-21,"Sam Sifton","http://www.nytimes.com/2010/07/21/dining/reviews/21rest.html","W",6,1
"Ardesia","Unrated","An unpretentious wine bar with about 30 wines by the glass and a menu of substantial bites, each saltier and tastier than the next. The young, mostly local crowd seems to hum with gratitude and pleasure. ","1) Quail Eggs Toast and Bacon, 2) Reubens, 3) Cocktail Sausages",,2010-01-13,"Julia Moskin","http://www.nytimes.com/2010/01/13/dining/reviews/13brief.html","R",8,1
"Aroma Kitchen and Wine Bar",,,,,,,,,,1
"Artichoke","Unrated","But it's the blessing of the New York restaurant world, too: supply and demand. The guys at Artichoke brought an underrepresented style of pizza - big pies on a bready, almost tough, crust, generously and greasily topped - and the city has gone nuts for it. Who am I to protest?","1) Sicilian Style Slice, 2) Regular Slice",,2008-05-28,"Peter Meehan","http://www.nytimes.com/2008/05/28/dining/reviews/28unde.html","W",7,1
"Artisanal","**","At its best Artisanal, known for the variety of cheeses on offer, is like an uptown (really, Midtown) Balthazar with less noise, less crowding and, true, much less of a frisson...Beyond all this cheesiness lies a relatively full-service brasserie that performs quite admirably at times...Artisanal has some consistency problems, and it has a wine list with both pros and cons. ","1) Chicken under a brick, 2) Lamb Shank 3) Fondue with Kielbasa and Fingerling Potatoes","1) Wild Mushroom Risotto",2008-06-18,"Frank Bruni","http://www.nytimes.com/2008/06/18/dining/18briefs.html","W",6,1
"Arturos Pizza",,,,,,,,,,1
"Asia de Cuba","*","You won't eat very well at Asia de Cuba. But you will have so much fun being there that you may not notice. The manic energy of the place makes every night feel like a party. ",,,1997-10-16,"Timothy Jack Ward","http://www.nytimes.com/1997/10/16/garden/more-french-twists-asia-de-cuba-a-fusion-by-starck.html?emc=eta1","D",3,1
"Asiate","*","A cityscape that makes your heart race and a restaurant that is designed to amplify the thrill... His cooking, however, seems to have gotten muddled in the rarefied air.","1) Branzino, 2) Scallop, 3) Suckling Pig, 4) Jambonneau of Chicken","1) Prawns and Linguine, 2) Vegetable Appetizer, 3) ",2004-02-25,"Amanda Hesser","http://www.nytimes.com/2004/02/25/dining/25REST.html","D",3,1
"Atlantic Grill","*","This entry in Stephen Hanson's seafood domain (which includes Blue Water Grill and Ocean Grill) is an appealing, affordable restaurant that will rarely let you down. It will also never thrill you. ","1) Seabass, 2) Crabcakes, 3)  Thai Bouillabaisse","1) Porcini Crusted Swordfish",1998-06-10,"Ruth Reichl","http://events.nytimes.com/mem/nycreview.html?res=9B01EED9153AF933A25755C0A96E958260","W",6,1
"August","**","With its brick oven, distressed plaster walls and black cast-iron cooking vessels, August does urban rusticity about as well as any Manhattan restaurant. Most of the food, billed as 'regional European,' is fairly priced and very appealing","1) Shrimp Salad, 2) Tarte Flambee, 3) Raclette, 4) White Gazpacho, 5) Roasted Cod, 6) Pork Belly","1) Salt Cod Casserole, 2) Hamburger, 3) Chestnut Truffle Honey Mousse",2006-04-26,"Frank Bruni","http://www.nytimes.com/2006/04/26/dining/reviews/26rest.html","W",6,1
"Aureole","*","Bryan Miller, writing in The New York Times, awarded the place two stars in 1989, and three in 1991...In 2007, Mr. Palmer announced plans to move the restaurant south, into bigger digs. The result is a Las Vegas event restaurant airlifted into Manhattan, a corporate cafeteria with a soundtrack of smooth jazz in the George Benson style. The food can be quite good. It can also be the opposite.","1) Sea Scallop Sandwich, 2) Sliders, 3) Burger, Pan-Roasted Shrimp, 4) Pork Belly","1) Wiener Schnitzel, 2) Veal Tenderloin, 3) Sweetbreads",2009-11-11,"Sam Sifton","http://www.nytimes.com/2009/11/11/dining/reviews/11rest.html","D",4,1
"Aurora","Unrated","Exposed brick walls, bare wooden tables, hardwood floors - rustic is the look Aurora SoHo is aiming for. Unfortunately, unadorned also means loud?An intriguing selection of what the chef, Riccardo Buitoni, describes as innovative Italian regional cuisine. ","1) Lobster Salad, 2) Roasted Quail, 3) Lemon Sole, 4) Panna Cotta",,2007-08-15,"Marian Burros","http://www.nytimes.com/2007/08/15/dining/15brie.html","W",6,1
"Babbo","***","Babbo, blessedly, goes staight for the gut, adding one big taste sensation atop another, gilding already delicious dishes with extra bits of texture and final flourishes of flavor...But also know, going in, that Babbo can be frenetic and noisy...and that the slightly jarring atmosphere traces one of the dividing lines between a restaurant with three stars, which it unequivocally deserves, and one with the highest rating of four.","1) Lambs Tongue, 2) Goose Liver Ravioli, 3) Beef Cheek Ravioli, 4) Spicy Calamari, 5) Lamb Chops",,2004-06-09,"Frank Bruni","http://www.nytimes.com/2004/06/09/dining/restaurants-arias-from-the-kitchen-as-the-dining-room-rocks.html","R",9,1
"Bacaro","Unrated","Serves so-so Italianate dishes and expensive wine. But regardless of the food (all of it under $20), the lure of its dark wood, chandeliers, marble-top bar upstairs and cozy grotto below is likely to continue to draw in the young and attractive set?In that light - a warm glow where everybody looks good - Bacaro's got a formula that works.
Just don't go hungry.",,"1) Crostini, 2) Fritto Misto",2008-01-16,"Peter Meehan","http://www.nytimes.com/2008/01/16/dining/reviews/16brie.html","D",4,1
"Baci and Abbracci",,,,,,,,,,1
"Back Forty","Unrated","Satisfaction, not ''wow'' value, nor great dollar value, is what Back Forty promises, and it has gotten better on delivering on that promise.","1) Chicken Liver Mousse, 2) Beluga Lentils, 3) Green Wheat, 4) Potato with Larder, 5) Burger and Fries, 6) Pork Sausage",,2007-11-28,"Peter Meehan","http://www.nytimes.com/2007/11/28/dining/reviews/28unde.html","W",5,1
"Bahari estiatorio",,,,,,,,,,1
"Balaboosta","*","Balaboosta is Einat Admony's charming and casual Middle Eastern trattoria with Israeli roots near the top end of Little Italy, a full-grown offshoot of her West Village falafel joint, Taim...It is a calling card for a casual, take-your-parents-or-a-date restaurant in a neighborhood that hovers just on the edges of chic. In cooking it, Ms. Admony shows herself to be a boss in full ","1) Hummus, 2) Falafel, 3) Carrot Pizza, 4) Roasted Cauliflower, 5) Smoked Eggplant, 6) Gazpacho, 7) Strip Steak, 8) Chicken Under a Brick","1) Fettuccine, 2) Lamb cooked three ways, 3) ",2010-06-30,"Sam Sifton","http://www.nytimes.com/2010/06/30/dining/reviews/30rest.html","R",8,1
"Balade",,,,,,,,,,1
"Balthazar","**","It is never easy getting in, but once you are at your table, your cocoon, the charms of Balthazar take over...Balthazar is animated from early in the morning to late at night by diners who treat it like a brasserie, rather than a sanctified restaurant. That atmosphere - fake French, authentic New York - buoys the room.","1) Brandade, 2) Goat Cheese Tart, 3) Escargots, 4) Seafood Platter, 5) Balthazar Salad, 6) Steak Frites, 7) Chicken Paprikash","1) Beet Salad, 2) Garganelli Pasta with Tomato and Skate, ",2004-05-26,"Amanda Hesser","http://www.nytimes.com/2004/05/26/dining/reviews/26REST.html","W",7,1
"Baoguette",,,,,,,,,,1
"Bar Americain","**","The fact that d?cor and food seem color-coordinated at Bar Americain is a testament to the unsubtle, upbeat spirit of Bobby Flay's cooking...Mr. Flay is not averse to repeating himself and to taking easy paths - to pandering, in a sense. Time and again he tethers a peppery jolt to a honeyed calmative or vice versa.","1) Clam and Sweet Potato Chowder, 2) Crayfish and Crab Cake, 3) Pork with Squash Blossoms, 4) Rack of Pork, 5) Skate, 6) Hanger Steak, 7) Creamed Corn",,2005-06-22,"Frank Bruni","http://www.nytimes.com/2005/06/22/dining/reviews/22rest.html","W",6,1
"Bar Boulud","**","It's not just white tablecloths that have fallen by the wayside at Bar Boulud, which extends the chef Daniel Boulud's trajectory toward ever-more-casual restaurants, mirroring the culture around him. Gone, too, is the notion that sitting at a proper table and ordering a proper sequence of dishes is the way you want to eat...The restaurant's twin emphases are its terrific wine list and formidable selection of charcuterie.","1) Pates and Terrines, 2) Boudin Blanc, 3) Croque Monsieur, 4) Croque Madame, 5) Frisee aux lardons, 6) coq au vin, 7) Mussel Bisque, 8) Side of Spinach","1) Salmon, 2) Sea Bass, 3) Roasted Chicken",2008-03-12,"Frank Bruni","http://www.nytimes.com/2008/03/12/dining/reviews/12rest.html","W",7,1
"Bar Breton",,,,,,,,,,1
"Bar Carrera",,,,,,,,,,1
"Bar Italia",,,,,,,,,,1
"Bar Pitti","Unrated","This casual Caf? offers simple Tuscan fare and draws a stylish, youthful crowd. Bar Pitti's ease with people and with food is what makes it seem so Italian; its atmosphere of jangly controlled frenzy makes it a wonderful New York experience.","1) Spinach, 2) Eggplant Parmesan, 3) Veal Meatballs, 4) Spinach and Ricotta Ravioli 5) Taglierini, 6) Striped Bass, 7) Osso Buco","1) Salad of Beans, Tuna, and Onions, 2) Caprese",1998-06-24,"Eric Asimov","http://www.nytimes.com/1998/06/24/25-and-under-italian-brio-and-memorable-service-in-the-village.html","R",8,1
"Bar Stuzzichini","*","I say that not because it's a deeply troubled restaurant - it's only a modestly, intermittently troubled one - but because a place like Bar Stuzzichini, which opened with little fanfare in early June, must struggle to be noticed, more than it should have to...But it's an honorable effort worthy of note...This is straightforward food at sensible prices ","1) Caponata, 2) Eggplant Involtini, 3) Meatballs, 4) Grilled Octopus, 5) Orecchiette, 6) Tagliolini with Pistachio, 7) Gnocchi, 8) Lemon Chicken","1) Rigatoni with Mixed Meat Ragu, 2) Grilled Tuna, 3) Frittata",2007-09-12,"Frank Bruni","http://www.nytimes.com/2007/09/12/dining/reviews/12rest.html","W",6,1
"Barbuto","*","Barbuto's charms win out in the end?the setting - a former car garage with concrete floors and exterior glass walls that roll up and down - is quintessentially scruffy-chic... your chances of a meal that's much more than satisfying improve substantially if you learn the tics of Mr. Waxman's rapidly changing menu and obey a few rules.","1) Roasted Chicken, 2) Rigatoni with Boar Ragu, 3) Gnocchi, 4) Spaghetti with Shrimp, 5) Skirt Steak, 6) Chocolate Budino","1) Appetizers, 2) Pork, 3) Duck, ",2008-01-09,"Frank Bruni","http://www.nytimes.com/2008/01/09/dining/reviews/09rest.html","W",6,1
"Barcibo Enoteca",,,,,,,,,,1
"Bark Hot Dogs","Unrated","Bark Hot Dogs takes a fearless leap into the ever-closing gap between artisan chic and fast food.","1) Hot Dogs, 2) Onion Rings, 3) Fries with Cheddar Sauce","1) Brisket Chili",2009-09-30,"Kim Severson","http://www.nytimes.com/2009/09/30/dining/reviews/30brief-002.html","W",7,1
"Barking Dog",,,,,,,,,,1
"Barney Greengrass",,,,,,,,,,1
"Barrio Chino",,,,,,,,,,1
"Basta Pasta",,,,,,,,,,1
"BCD Tofu","Unrated"," The menu is familiar, grilled meats and bibimbap, short rib stew and pajeon (seafood and scallion pancake). But the food is unusually bright and lively. ","1) Galbi, 2) Seafood Tofu Soup, 3) Spicy Pickled Crab",,2008-11-19,"Oliver Schwaner-Albright","http://www.nytimes.com/2008/11/19/dining/reviews/19brief-002.html","R",8,1
"Beacon","**","This Midtown restaurant knows exactly what it's about. Organized around an open kitchen and a huge wood-burning oven, it delivers uncomplicated big-flavored food emphasizing fresh, seasonal ingredients. ","1) Red Onion Salad, 2) Wood-Roasted Oysters, 3) Pork Shank, 4) Trout, 5) Lamb Chops ","1) Grilled Squid, 2) Baby Octopus, 3) Ribeye Steak",1999-07-07,"William Grimes","http://events.nytimes.com/mem/nycreview.html?res=9D04E6DC113DF934A35754C0A96F958260","W",7,1
"Becco",,,,,,,,,,1
"Belleville",,,,,,,,,,1
"Benjamin Steakhouse","Unrated","You can see - and taste - the Luger family resemblance in Benjamin's juicy, sizzling porterhouses, sized for two, three or four, just as they are at Luger. There's a Caesar salad, Canadian bacon and creamed spinach, all satisfying. Service was somewhat gruff, another hereditary trait. But Benjamin departs from many of its steakhouse relatives with its more elegant setting.","1) Porterhouse, 2) Jumbo Shrimp Cocktail, 3) Crab Cake",,2007-08-15,"Frank Bruni","http://www.nytimes.com/2007/08/15/dining/15brie.html","W",7,1
"Beyoglu",,,,,,,,,,1
"Bia Garden",,,,,,,,,,1
"Bianca","Unrated","An inexpensive and charming neighborhood restaurant that evokes an Italian latteria, or dairy store, as outfitted by someone with a keen eye for architectural detail?It's instantly inviting, clean and warm.","1) Gnocco Frito, 2) Salume, 3) Lasagna, 4) Chicken Brodo, 5) Mashed Potatoes",,2004-02-20,"Sam Sifton","http://www.nytimes.com/2004/02/20/arts/diner-s-journal.html","R",8,1
"Bill's Bar and Burger","Unrated","It is deeply uninteresting.","1) Beer","1) Chicken Wings, 2) Hamburger",2009-11-25,"Sam Sifton","http://www.nytimes.com/2009/11/25/dining/reviews/25brief-002.html","D",2,1
"Bistro 33",,,,,,,,,,1
"Black Iron Burger",,,,,,,,,,1
"Blind Tiger","Unrated","The biker-bar atmosphere at the Blind Tiger Ale House on Bleecker Street (raw wood floors and the pervasive smell of beer) tends to blot out the perfection of its beers. But it's worth fighting the crowd for snacks of a high order.","1) Bloody Beast, 2) Caviar Spread with Toast, 3) Banh Mi",,2008-08-27,"Julia Moskin","http://www.nytimes.com/2008/08/27/dining/27bars.html","W",5,1
"BLT Fish","***","Chef Laurent Tourondel's BLT Fish presents great food without airs. It allows the indulgence of different sensibilities and moods, letting diners take from it what they want, be it whole fish as pure and clean as anything likely to swim in the direction of dinner, or seafood done up in cheekier fashions. ","1) Octopus Salad, 2) Pink Snapper, 3) Red Snapper, 4) Swordfish, 5) Sunchokes, 6) Silver Dollar Potatoes",,2005-04-20,"Frank Bruni","http://www.nytimes.com/2005/04/20/dining/reviews/20rest.html","R",9,1
"BLT Market","Unrated","It may be the closest to a bistro in spirit, inasmuch as it strives for homey touches and for comforting food that reflects the season and, if possible, comes from local producers.  Needless to say, a restaurant can achieve only so much homeyness and inspire so many agrarian musings when it's tucked into the Ritz-Carlton.","1) Rigatoni","1) Black Cod",2007-10-24,"Frank Bruni","http://www.nytimes.com/2007/10/24/dining/reviews/24brie.html","W",7,1
"BLT Prime",,,,,,,,,,1
"BLT Steak","**","Diners need a reason to shift alliances, and BLT Steak succeeds in this. In addition to well-seared meats and a serious wine list, there is a soft touch in the cooking, a sensitivity to acute flavors and seasonal ingredients.","1) White Mushroom Soup, 2) Clam Chowder, 3) Hangar Steak, 4) Rack of Lamb, 5) Veal Chop, 6) Dover Sole, 7) Potato Gratin",,2004-04-14,"Amanda Hesser","http://www.nytimes.com/2004/04/14/dining/restaurants-a-steakhouse-with-a-soft-touch.html","W",7,1
"Blue Hill","***","Dan Barber, has moved ever closer to his ideal of relying almost entirely on meat and vegetables that aren't just local but also produced with his input...The cooking at Blue Hill - often sublime, sometimes prim - puts these remarkable bequests from nature front and center, and the intimate room goes beautifully with the dishes.","1) Chilled Corn Soup, 2) Greens Ravioli, 3) Summer Bean Salad, 4) Veal or Duck with Pea Stew, 5) Chicken with Eggplant, 6) Cod with Corn Chowder",,2006-08-26,"Frank Bruni","http://www.nytimes.com/2006/08/02/dining/reviews/02rest.html","R",8.5,1
"Blue Hill at Stone Barns","***","Attempting something special -- something more than its fairly thorough adherence to the ethic that a restaurant's food should, as much as possible, be seasonal, local and the result of sustainable agriculture...most of the food here is terrific, and some of it is flat-out wonderful. The premium that the restaurant places on immediacy has a culinary purpose, a hedonistic payoff.","1) Salad of 11 Mixed Greens, 2) Green Gazpacho, 3) Pea Cannelloni, 4) White King Salmon, 5) Striped Bass, 6) Duck, 7) Roasted Pig","1) Veal",2004-07-28,"Frank Bruni","http://www.nytimes.com/2004/07/28/dining/restaurants-fresh-and-local-but-there-s-more.html","R",8,1
"Blue Ribbon Bakery",,,,,,,,,,1
"Blue Ribbon Brasserie",,,,,,,,,,1
"Blue Ribbon Sushi","**","Blue Ribbon Sushi has good fish and an awesome list of sakes, but beyond that it has very little in common with a classic Japanese sushi bar. The menu is enormous, and I have liked almost everything I've tried, from a pretty seaweed salad to broiled yellowtail collar. But the high point of the meal is always sushi and sashimi.","1) Seaweed Salad, 2) Edamame, 3) Yam with Raw Tuna, 4) Yellowtail Collar, 5) Tiger's Eye, 6) Squid ""Noodles"", 7) Fried Oyster Roll",,1998-01-07,"Ruth Reichl","http://www.nytimes.com/1998/01/07/dining/restaurants-sushi-for-novices-without-loss-of-face.html","W",6,1
"Blue Smoke","*","In this rustic dining room with rough-hewn maple wainscotting and a suitably boisterous atmosphere, Danny Meyer has taken on the quixotic quest of building a fine barbecue emporium in Manhattan...The expecting to reproduce the ecstasy of a smoky pit in Alabama or Texas will be disappointed, and Mr. Meyer will be judged accordingly. ","1) Fried Green Tomatoes, 2) Fry Bread, 3) Spareribs, 4) Beef Ribs, 5) Pulled Pork, 6) Catfish, 7) Grilled Steak","1) Foie Gras, 2) Sausages, 3) Shrimp Ravioli, 4) Lamb Shoulder",2002-06-19,"Eric Asimov","http://www.nytimes.com/2002/06/19/dining/19REST.html","D",3,1
